company_name,jd,job_tag,job_title,salary,skill_cata_tag,url
殷富資訊股份有限公司,"【主要內容 】|||1. 已開發完成/開發中系統之部署及備份|||2. 整理、分析需求、系統設計和文件撰寫。|||3. 依客戶需求開發新專案及功能|||4. 處理線上系統的排錯及功能開發|||5. 後端架構體系之規劃、設計與優化。|||6. 整理、分析需求、系統設計和文件撰寫。|||7. 與前端工程師協調開發所需之REST API|||【必要條件】|||- 熟悉Maven 編譯|||- 熟悉Spring Cloud、Spring Boot框架|||- Docker 容器化 ：熟悉Docker操作、映像檔生命週期與部署、了解DockerFileDocker-compose|||- 熟悉Gitlab, Jenkins, CI 持續集成/CD 持續部署|||- Redis：集成整合經驗(Java)|||- 資料庫與SQL語法：熟悉SQL語法、My SQL、mongodb|||【加分條件】|||- 有網頁開發經驗、熟悉vue.js、了解HTML、CSS、Javascript等相關網頁開發|||- 了解npm 與Node.js，有Node Package library 自建經驗尤佳。",DevOps / SRE 工程師,BIS | 資深JAVA工程師,50k - 80k TWD Monthly,java,https://meet.jobs/zh-TW/jobs/37490-bis-%E8%B3%87%E6%B7%B1java%E5%B7%A5%E7%A8%8B%E5%B8%AB
Swifteam Inc.,"Swifteam helps you manage the remote team's onboarding/offboarding and device purchasing, financing, approvals, storage, logistics, and management.|||We’re looking for people with a strong background or interest in building successful products or systems; you’re comfortable in dealing with lots of moving pieces; you have exquisite attention to detail, and you’re comfortable learning new technologies. Software engineering and innovation are at the core of our team.|||As a DevOps Engineer, you will be the core team supporting products, services, and APIs.|||ADDITIONAL REQUIREMENTS:|||Swifteam was launched in 2022 and accelerated by the Y Combinator program. We were building a language learning product and decided to pivot the team to focus on solving the biggest issue we faced as a remote team.|||We look at Swifteam as a constant work in progress. We’re here to support each other in our curiosity and creativity – which we pursue thoughtful discussion and knowledge-sharing among a diverse set of peers and colleagues.|||We want to hear from you and share with you our vision. We will love to connect people passionate about remote work and productivity solutions as much as we do.",DevOps / SRE 工程師,DevOps Engineer,30k - 60k USD Annually,Kubernetes|||Docker|||Amazon Web Services (AWS)|||Python|||Golang|||Java|||Scala|||Git,https://meet.jobs/zh-TW/jobs/36158-devops-engineer
Berry AI Inc.,"目前公司提供給客戶的產品是 AIoT 與 Cloud 的混合解決方案。我們期望 MLOps Engineer 能規劃跟參與 ML 基礎設施的建設、與 AI Engineer 一起開發 ML 應用、並且與 DevOps Engineer 協作以監控跟維運 ML 服務。|||MLOps Engineer 團隊所負責的工作內容：|||1. 建置基礎設施以協助 ML 產品的開發與改善，應用情境包括：建構各種 Data Collection Pipelines、建立自動及半自動化的 Model Training Pipelines、使用既有或引進新的工具來管理 Datasets/Models/Configs、部署 ML Applications、監控 ML 服務以及協助除錯。|||2. 與前後端團隊、AI Engineer 團隊、AIoT 團隊協作，掌握需求並實作軟體開發。|||3. 帶來新想法與嘗試新工具，與團隊一起討論決定新作法的導入。|||對於 MLOps 的人才需求，一個人要具備上述的全部經驗是不可能的，因此我們更加看重：|||1. 是否對於 ML 產品有全局觀點，了解每一個階段技術應用的目的？|||2. 能否跨團隊合作，互補不足、互相支援？|||3. 是否樂於學習新技術與解決有挑戰性的技術問題？|||我們希望能尋找有經驗的 MLOps Engineer，如果您具有以下的經歷，或許會是適合的人選：|||深入參與過 ML 產品開發的許多階段，例如：研究、PoC/Demo、產品化、規模化、最佳化、成功落地或是腰斬。|||有許多跨團隊合作的經驗。因為大型或是較複雜的 ML 產品開發，會牽涉到許多團隊的專業分工，而如何制定目標、決定設計、分工實作、排除問題，都有賴於良好的溝通協調能力。|||建構內部及外部後端或 ML 服務的開發經驗，並且有解過規模化（例如：在雲端上使用水平擴展的架構）以及最佳化（例如：GPU Profiling 的經驗）的問題。|||熟悉以下項目：|||1. Python 程式語言開發|||2. 具備 ML 產品或服務的設計、開發及維運經驗|||3. Data Pipeline 相關經驗（例如 ETL Pipelines 或 Airflow/Dagster 的使用經驗）|||4. 建置過或有使用過現成的 MLOps Platform 去解決資料分享、模型開發、與模型版控的問題|||5. 熟悉後端開發技術，如 Web 服務、資料庫、自動化測試、並行程式開發|||6. Docker 或 Podman 相關容器化技術|||7. 基本 ML/CV 知識|||1. Python 程式優化相關經驗|||2. 熟悉 TensorRT, OpenVINO, ONNXRuntime 等推理程式庫, 熟悉 CUDA Programming|||3. 智慧攝影機或 AIoT 開發經驗|||4. 雲端服務使用經驗（AWS/GCP/Azure）|||5. 熟悉 C/C++/Golang|||6. 模型輕量化, Quantization, Pruning, Factorizaion 等經驗|||7. 貢獻開放原始碼專案，或公開技術演講經驗",DevOps / SRE 工程師,MLOps Engineer,1.2m+ TWD Annually,python/django|||DOCKER|||podman,https://meet.jobs/zh-TW/jobs/39329-mlops-engineer
Bubbleye,"Blazing fast APIs are your thing? Join us and strengthen our software backbone, handling thousands of requests per second. Speed, Stability and Maintainable Code is your mantra. Work closely with our data engineers and DevOps to guarantee highly available, fast and fully tested APIs.|||We are looking for a software engineer with at least 3 years of experience in web software development, good English communication skills and a focus on the following areas:|||Further expertise:|||如果團隊覺得有機會合作，會於10個工作天內連繫您。|||若不符合的面試者，將不另行通知。|||，共有3階段|||第一階段，由人資與您面試|||第二階段，由技術長針對技術面與您面試|||第三階段，由執行長與您面試(英文對話)|||◆ 平衡生活與工作|||◆ 保險福利|||◆ 休閒福利|||◆ 舒適工作環境",DevOps / SRE 工程師,Java/Scala Backend Engineer,100k - 150k TWD Monthly,scala|||Spark|||Java|||Software Engineering|||Backend Development|||REST APIs|||Big Data,https://meet.jobs/zh-TW/jobs/29183-javascala-backend-engineer
Bubbleye,快速而強大的軟件是你的強項嗎？加入我們，利用您的才能來加強我們的軟件主幹，編排數十個模塊並每秒處理數千個請求。|||編程是您的熱情所在。 “速度、穩定性和可維護性”是您的口頭禪。編碼標準是您的樂趣。|||您將與我們的數據工程師和開發運營人員密切合作，以確保我們的系統安全無虞、經過全面測試且高度可用。|||我們正在尋找具有至少 3 年以上後端軟體開發經驗、可接受的英語溝通能力並專注於以下領域的軟體工程師：|||進一步的專業知識（首選）：|||如果團隊覺得有機會合作，會於10個工作天內連繫您。|||若不符合的面試者，將不另行通知。|||，共有3階段|||第一階段，由人資與您面試|||第二階段，由技術長針對技術面與您面試|||第三階段，由執行長與您面試(英文對話)|||◆ 平衡生活與工作|||◆ 保險福利|||◆ 休閒福利|||◆ 舒適工作環境,DevOps / SRE 工程師,[資深] 後端軟體工程師 後端工程師（Javascript）,100k - 150k TWD Monthly,Backend Engineer|||JavaScript|||SQL|||Engineering,https://meet.jobs/zh-TW/jobs/31987-%E8%B3%87%E6%B7%B1-%E5%BE%8C%E7%AB%AF%E8%BB%9F%E9%AB%94%E5%B7%A5%E7%A8%8B%E5%B8%AB-%E5%BE%8C%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%ABjavascript
愛卡拉 iKala,-本職缺為混合制，非全遠端-|||【工作內容】|||1. 瞭解客戶系統架構、技術諮詢、跟進客戶的技術專案。|||2. 協同業務團隊進行客戶關係維護，並創造新的機會。|||3. 協同技術團隊解決客戶的技術需求。|||4. 主持客戶例會，解答客戶的問題、分享技術新知。|||【職務需求】|||1. 資工相關科系畢，或同等實作經驗。|||2. 具備 雲端操作、技術支援、架構諮詢 服務客戶經驗(任一)。|||3. 強大的組織、溝通、專案管理、應變管理及解決問題的能力。|||【加分項目】|||1. 具備 製造業或大型 Enterprise 的實務/服務經驗。|||2. 曾擔任對接客戶的角色，並擁有與執行相關單位互動、協助客戶技術實作、雲端轉型等經驗。|||3. 具備 程式開發或系統維運經驗：DevOps Engineer/ SRE/ backend engineer 等。|||4. 具備 網路相關經驗：|||Linux/ software-defined networking/ network virtualization/ open protocols/|||application acceleration and load balancing/ DNS/ virtual private networks 等。|||更多資訊>>>https://ikala.tv/zh-tw/,DevOps / SRE 工程師,【iKala Cloud】技術客戶經理 Technical Account Manager,78k+ TWD Monthly,技術客服|||客戶服務|||雲端技術,https://meet.jobs/zh-TW/jobs/39284-ikala-cloud%E6%8A%80%E8%A1%93%E5%AE%A2%E6%88%B6%E7%B6%93%E7%90%86-technical-account-manager
Ocard_奧理科技股份有限公司,"【關於Ocard】|||我們是由一群平均年齡低於30歲的年輕人組成，快速發展中的新創公司，希望透過我們的創意與技術，讓這個世界變得更美好。|||在Ocard快速發展下，我們正在尋找一位Devops工程師。規劃並打造自動化的流程，讓工程團隊上工作上可以更有效率。如果你對Saas產業有興趣，歡迎投遞履歷與我們分享你的經歷。|||【你需要做的事】|||1. 打造自動化流程(CI/CD)|||2. 協助開發團隊導入新的雲端應用服務|||3. 產品系統環境建置與管理，監控系統效率及穩定性並分析解決各種維運問題|||4. 導入DevOps相關工具, 提升公司技術的競爭力與效率優化|||【你需要具備的條件】|||1. AWS 服務開發經驗|||2. 2年以上的維運工程師經驗。|||3. Docker、Gitlab、 CI/CD管理維運經驗。|||謝謝你用心的準備履歷|||我們會盡快看你的履歷並安排適合者面談,若不符合者也不另做通知,感謝你的體諒!",DevOps / SRE 工程師,【Ocard顧客經營管家】Devops工程師(擴編招募中),800k - 1m TWD Annually,gitlab|||CI / CD|||Docker,https://meet.jobs/zh-TW/jobs/39190-ocard%E9%A1%A7%E5%AE%A2%E7%B6%93%E7%87%9F%E7%AE%A1%E5%AE%B6devops%E5%B7%A5%E7%A8%8B%E5%B8%AB%E6%93%B4%E7%B7%A8%E6%8B%9B%E5%8B%9F%E4%B8%AD
視訊面試,"1. DOCKER的操作使用與建置維護|||2. 支援VM服務維運與效能調校|||3. 雲端架構(GCP GKE)的佈署與維護|||4. K8S架構應用與操作維護|||5. CDN操作設定,測試及維護|||6. 參與雲端架構設計與佈署產品專案執行|||1. 有雲端虛擬化與叢集架構之技術領域(GCP)經驗佳|||2. 有Linux管理與維護經驗佳|||3. 有程式開發經驗佳|||4. 應徵時附上自薦信(Cover Letter)尤佳|||★ 薪資獎金★ 存下人生第N桶金|||提供具競爭力的薪資|||生日及婚喪喜慶各類禮金 人才介紹獎金制度|||★ 保險福利 ★|||勞基法有的一定有，勞基法沒有的我們也有！|||團體保險(內含壽險、意外險、醫療險...等) 新人到職即預給特休 旅遊補助+有薪假 員工健康檢查補助|||★ 吃吃喝喝 ★ 吃貨看過來|||免費供應專業廚師現煮午餐及晚餐→營養滿分 專業咖啡機現煮咖啡、豆漿鮮奶→無限暢飲 多樣化零食、當季新鮮水果→無料放題 部門聚餐補助→增加同仁情(ㄊㄧˇ)感(ㄓㄨㄥˋ)|||★ 邊玩邊學 ★|||活到老 動到老 學到老 玩到老 多元化教育訓練及費用補助、進修書籍補助 各種運動社團，培養運動好習慣 設有健身室，鼓勵同仁保持健康體態 不定期舉辦歡樂家庭日，邀請同仁及眷屬一同吃喝玩樂",雲端 / 系統架構,(APP)雲端系統工程師,560k+ TWD Annually,docker|||GCP|||GKE|||DNS / CDN / DDoS / Firewall / Routing / TCP,https://meet.jobs/zh-TW/jobs/38626-app%E9%9B%B2%E7%AB%AF%E7%B3%BB%E7%B5%B1%E5%B7%A5%E7%A8%8B%E5%B8%AB-%E8%A6%96%E8%A8%8A%E9%9D%A2%E8%A9%A6
Berry AI Inc.,目前公司提供給客戶的產品是 AIoT 與 Cloud 的混合解決方案。我們期望 Software Architect 的角色能夠深入了解商業跟工程目標、提出能落地的設計、與團隊分工進行實作跟導入、並且透過量化與質化的回饋來迭代設計及與團隊的合作模式。|||曾在組織中擔任 Software Architect 或 Team/Tech Lead，負責系統開發、設計、維運等技術決策。|||擔任過 Infra/SRE Engineer 的職務，並且建置過可供跨團隊共用的基礎設施服務。|||擁有規劃及建置 Data Pipeline 的相關經驗。|||直接或間接參與過 ML 產品開發，熟悉產品週期不同階段的需求。|||熟悉使用雲端技術（AWS 為佳）。|||深入瞭解容器化技術及 Linux 核心。|||熟悉分散式資料庫，並擅長規劃 DataOps。|||精熟 Python 程式語言。|||樂於分享技術，有導入新工具、新作法的經驗。|||1. 基本 ML/CV 知識|||2. 智慧攝影機或 AIoT 開發經驗|||3. 熟悉 C/C++/Golang|||4. 貢獻開放原始碼專案，或公開技術演講經驗,雲端 / 系統架構,Software Architect 軟體架構師,1.2m - 2m TWD Annually,python/django|||Golang|||Linux,https://meet.jobs/zh-TW/jobs/39328-software-architect-%E8%BB%9F%E9%AB%94%E6%9E%B6%E6%A7%8B%E5%B8%AB
Splashtop Inc.,"We are looking for Senior (3+ years) engineers who have SMART, EASY-GOING, patience, and good TEAMWORK characteristics.|||Splashtop Inc. is a rising star in the remote access/remote support industry.|||Our backend system is hosted on AWS, GCP, and OCI, it serves 500K+ active users and 2M+ online endpoints. The average API is around 2K+ QPS.|||* Kubernetes & containers related. (e.g., On-primse Kubernetes, EKS, Thanos, Rancher, etc.)|||* Security enhancement to Kubernetes environment and CICD flow (aka DevSecOps).|||* IaC tools. (e.g., Terraform 1.0+, Helm 3.0+, etc.)|||* CI/CD flow with tools. (e.g., GitHub Actions, Argo related, Jenkins, Atlantis, etc.)|||* Deep insights monitoring solution. (e.g., Grafana, Prometheus, VictoriaMetrics, Zabbix, etc.)|||* Log analyzer and consolidation in Kubernetes. (e.g., ELK, EFK, fluentbit/fluentd, APM solution, etc.)|||* Load Test and Performance Testing. (e.g., Grafana k6, etc.)",雲端 / 系統架構,Senior DevOps / SRE,1m - 1.5m TWD Annually,K8S|||EKS|||kubernetes|||Git|||Linux,https://meet.jobs/zh-TW/jobs/39258-senior-devops-sre
TITANSOFT 新加坡商鈦坦科技股份有限公司,這是一個充滿奇想與刺激的工作，你我將會併肩前行，分享彼此所擁有的專業及知識，共同成長，在樂趣中尋求創意、在創意中尋求偉大的夢想。 Technical Support Engineer的工作是排除第一線技術問題以維護產品的正常運作，並且擔任公司與客戶之間以及公司內部跨部門之間的橋樑。 如果你嚮往這樣的工作文化與環境，歡迎來與我們聊聊。|||工作內容：|||1. 負責第一線事件發生時障礙及客戶回報問題之排除。|||2. 即時監控及記錄所有事件。|||3. 確實紀錄報修事件、追蹤並回報處理狀況。|||4. 網路及系統監控，需配合公司輪班。|||5. 協助執行伺服器及網路相關維護工作。|||6. 執行工作相關SOP文件。|||7. On call (輪班)。|||8. 追蹤與客戶系統整個的進度與驗收測試。|||其他條件：|||1. 資訊工程、資訊管理相關科系尤佳|||2. 能以基本英文與客戶進行即時通訊(Skype)進行溝通|||3. 具有系統網路操作之相關實際經驗尤佳,雲端 / 系統架構,【採線上面談】Technical Support Engineer 技術支援工程師(台北),40k - 65k TWD Monthly,,https://meet.jobs/zh-TW/jobs/39221-%E6%8E%A1%E7%B7%9A%E4%B8%8A%E9%9D%A2%E8%AB%87technical-support-engineer-%E6%8A%80%E8%A1%93%E6%94%AF%E6%8F%B4%E5%B7%A5%E7%A8%8B%E5%B8%AB%E5%8F%B0%E5%8C%97
TITANSOFT 新加坡商鈦坦科技股份有限公司,"也許你看過另一個 DevOps 的職位了。|||如果你覺得那個職位的工作壓力太大，你的熱情還不足以支持你去挑戰他的話，不要緊，這個職位就是為你準備的！|||俗話說的好，最好的學習方法就是抄，抄就是照做。上億的機器和設備怎麼上手？就是先照著前輩寫好的程序做，這麼做一方面可以了解應用面的適用情境，另一方面也降低了從頭學起的門檻。|||我們這裡不談太多夢想和願景，創意更是不能當飯吃。|||老實練功是我們的忠告，確實的做好第一線支援的例行工作，留意各種警示訊息背後的技術意義，沒有當值時不妨翻翻技術手冊或文件對照一下這些昂貴設備裡的設定，或趁新設備還未上線前拿來反覆練手。|||如果你平常就喜歡幹這些事情，那我們這一定很適合你。|||等到技術蹲穩了，經驗累積起來了，你才看得到營運面或流程面該搭配什麼樣的技術才足以因應，才會有機會來規劃百萬、千萬級的基礎架構，就能理解那些各種層出不窮的 IT 新名詞，哪些是真的能替公司帶來好處的，哪些並不一定適合我們的環境。|||能練到這個等級，你縱使不是公司的領導，也會無時無刻的影響著公司的走向。|||我們這裡的同仁最喜歡的休閒活動是打電動、玩桌遊，偶而會自己晚上留下來打打桌遊或電動，最近 PS4, Vive, Switch 沒那麼紅了，比較常看到大家晚上圍在一台同事買來放公司的 50 吋電視前看 Netflix。|||桌球桌+發球機，賽車架和方向盤也還在，覺得融入的話你也可以帶你自己覺得有趣的東西到公司來，如果你也喜歡這種氛圍，歡迎加入我們~|||•負責第一線事件發生時障礙排除|||•即時監控及記錄所有事件。|||•確實紀錄報修事件、追蹤並回報處理狀況。|||•網路及系統監控，需配合公司輪班。|||•協助執行伺服器及網路相關維護工作。|||•執行工作相關SOP文件|||•輪班on call (另有津貼)|||工作經驗：|||1. 對伺服器維護、機房及網路管理有興趣者|||2. 有網路設備或伺服器維護經驗者尤佳|||教育程度：|||1. 資訊相關科技科系尤佳|||2. 能以英文與客戶進行即時通訊之溝通",雲端 / 系統架構,Cloud Support Engineer 雲端工程師,45k - 80k TWD Monthly,,https://meet.jobs/zh-TW/jobs/39162-cloud-support-engineer-%E9%9B%B2%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%AB
91APP,"【團隊任務與介紹】|||91APP 為國內首家掛牌上櫃的原生 SaaS 軟體服務公司，提供「虛實融合(OMO)」新零售軟體雲服務，協助零售品牌快速切入電商市場。我們致力於協助品牌進行數位轉型，已成功協助諸多品牌完成新零售佈局，隨著互聯網快速演進發展，不少大型零售實體品牌面臨直接衝擊，數位轉型勢不可擋，迄今服務客戶累計破萬家，更涵蓋多家國內外大型品牌商家。|||架構設計部著眼於解決 91APP 長遠發展可能會遇到的技術瓶頸，因為面對的是較大的題目及挑戰，因此對成員的要求除了交付，更注重的是能用正確的方法解決問題，此角色的使命即為針對這些命題能設計出適合的解決方案。|||【實際接觸到的工作內容】|||1. 開發、維運上雲端 (AWS) 運行的共用服務。|||2. 與功能團隊 (Feature team) 共同協作，優化服務並解決團隊問題。|||【期望你具備的基本條件】|||1. 具備 2 年以上 C# 經驗且熟悉開發框架 (.NET framework 4.5 以上, .NET Core 3.1 以上)。|||2. 熟悉以下框架或套件的使用。|||- ASP.NET Core、ASP.NET (擇一)|||- ORM 相關：Entity Framework Core、Entity Framework 5、dapper (擇一)|||- DI 相關：Microsoft Extension Dependency Injection、Autofac、Unity (擇一)|||3. 至少應用過一種 RDBMS 或 NoSQL。|||- MsSQL、PostgreSQL|||- MongoDB、DynamoDB、Redis|||4. 能夠撰寫單元測試 (MsTest、xUnit)。|||5. 開放的心胸、喜歡分享、樂於溝通、能以團隊為考量。|||【專屬於你的加分項目】|||1. 具備 DDD 相關設計開發經驗。|||2. 設計或開發過 Queue、Event Driven 相關系統。|||3. 容器化或 K8s 相關使用經驗。|||4. 曾經使用像是 AWS、GCP ... 等公有雲核心服務(EC2、RDS、S3、Lambda、SQS、CloudWatch…)。|||5. 持續且有組織的學習，例如寫技術 Blog 或者參與社群讀書會。|||【立即加入91APP的團隊文化】|||擁抱變化：體驗公司在快速發展下的變化，包括產品發展方向、組織調整，快速地進行自我調適。|||價值導向：從客戶、公司、團隊的角度去論述價值，用具體的行動創造商業影響，以終為始地推動產品發展。|||務實主義：開放地面對問題，從真實場景洞察與定義需求，鼓勵聚焦目標，解決真實的問題，共創更好的產品服務。|||╰╰ ★ 更多更精采的91APP ★ ╯╯|||公司產品介紹：|||【91APP 是什麼？我們的願景、產品和客戶成功價值】https://reurl.cc/bXdznr|||【新零售劇場：為什麼我們都在91APP?】https://reurl.cc/Ak9RNe|||【打造 OMO 虛實融合的核心】 https://www.91app.com/omo-power-circle/|||【91APP 跨境】https://www.91app.com/blog/cross-border-hkmkt|||團隊開發日常：|||【推一個!!91APPer~這就是RD啦_生活篇】 https://reurl.cc/E2a0qA|||【Backend RD 的日常】https://reurl.cc/9ZQmoX|||【91APP軟體開發之道】https://happylee.blog/91appway/|||【91APP TechDay 2020 技術論壇】https://reurl.cc/E2a58A|||更多影片連結：|||【雙11備戰全記錄】https://reurl.cc/a9XNyZ|||【雙11戰情之夜 - 獨家曝光】https://reurl.cc/bzyK6r|||【91APP面試分享】https://reurl.cc/pxZ444|||【客戶案例與新零售知識分享】 http://blog.91app.com",雲端 / 系統架構,【挑戰SaaS大型對外服務】架構工程師 / Architect Engineer,800k - 1.5m TWD Annually,ASP.NET|||C#,https://meet.jobs/zh-TW/jobs/27881-%E6%8C%91%E6%88%B0saas%E5%A4%A7%E5%9E%8B%E5%B0%8D%E5%A4%96%E6%9C%8D%E5%8B%99%E6%9E%B6%E6%A7%8B%E5%B7%A5%E7%A8%8B%E5%B8%AB-architect-engineer
TITANSOFT 新加坡商鈦坦科技股份有限公司,"你所追求的工作是什麼？是【主動預防問題】，還是【被動等待問題】?|||在鈦坦，我們有專業的資料庫團隊，主要負責資料庫的效能、監控、資安以及管理。如果你對於大型資料庫及高頻交易資料庫有興趣，你可以在這裡獲得許多挑戰。我們會用到的技術有Powershell, MSSQL, Ansible, Grafana, InfluxDB。|||工作流程：|||目前我們的工作方法使用Jira結合了Kanban和Scrum，主要是為了能夠敏捷的應對變化，卻又不失去維運團隊需要的工作模式，我們每週會進行一次Sprint的Review和Planning以及Retrospective。我們注重Retrospective，透過每週的反思，我們可以更了解彼此可以做什麼事情讓團隊更好。在我們團隊，不會有主管指派你做什麼事情，主管只會告訴你Item的Priority高低，協助團隊選取Item。你平常的工作做什麼Item，由你和團隊協調。|||技術分享：|||公司內部每兩週會舉辦一次讀書會，由同仁自主分享前資料庫相關議題，彼此互相交流成長，此外公司也提供補助參加社群的交通費。|||最近三次的分享主題為：|||1. SQL Server in memory table|||2. No SQL Database|||3. 高效能開發密技分享|||日常工作內容包括但不限於：|||1. 使用Powershell撰寫自動化腳本，以處理Routine工作。|||2. SQL Server (MS SQL)　資料庫管理相關的工作 例如：效能調教、備份管理、資料庫安全|||3. 資料庫架構調整、與開發單位協作|||4. 導入新解決方案改善現有流程，或提供商業價值|||5. 工作需要on call (輪班制)|||Qualification (eg: portfolio, project related)|||1. MS SQL資料庫管理經驗|||2. 資料庫系統管理維護|||3. 資料庫程式設計|||4. 資料庫軟體應用|||Skills|||1. 大型網站後端 SQL SERVER (MS SQL) 的運作架設、維護、管理、規劃。|||2. SQL SERVER (MS SQL) 的即時監控及相關除錯；管理各項資料庫資源使用，包含使用數量、權限管理、使用空間、系統資源（CPU、Memory、IO）等。|||3. 監控資料庫效能，並適時針對相關參數及SQL進行調校。SQL SERVER 的存取效能及穩定性。|||Nice to have:|||NoSQL Redis/MongoDB, etc經驗|||Other requirements:|||1. 工作經驗 3年以上|||2. 擁有良好的溝通能力與執行力，具責任感、態度積極。|||3. 具獨立思考能力與團隊分工合作精神。|||4. 此職位非管理職，工作上仍需要團隊協作及領導能力|||5. 此職位需以英文與外國同事溝通協作",資料科學 / 人工智慧,【採線上面談】Senior DataBase Administrator 資深資料庫管理師 (台中市政府旁),80k - 120k TWD Monthly,SQL,https://meet.jobs/zh-TW/jobs/39195-%E6%8E%A1%E7%B7%9A%E4%B8%8A%E9%9D%A2%E8%AB%87senior-database-administrator-%E8%B3%87%E6%B7%B1%E8%B3%87%E6%96%99%E5%BA%AB%E7%AE%A1%E7%90%86%E5%B8%AB-%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%94%BF%E5%BA%9C%E6%97%81
愛卡拉 iKala,"-This is a hybrid position, not a 100% remote one-|||【Responsibilities】|||1. Lead the team to drive full life-cycle data science projects.|||2. Create deep-dive and actionable data insights of in-house data. (e.g. KOL Radar, iKala CDP).|||3. Work closely with machine learning engineers to build up machine learning / data science services.|||4. Design and build up automated data pipelines with data engineers.|||5. Confirm and structure the demands & problems from other departments.|||【Requirements】|||1. Degree in business, economics, computer science, statistics etc.|||2. Fluency in Python programming language.|||3. Fluency in SQL language.|||4. Basic concept with statistics / machine learning algorithms.|||5. Great communication and data storytelling skills to internal stakeholders.|||6. Project management experience in the fast-pace industry (e.g. e-commerce, internet).|||【Pluses】|||1. Familiar with business intelligence tools (Tableau, Data Studio, etc.).|||2. Familiar with cosmetics, e-commerce, and the retail industry is a plus.|||3. Familiar with marketing analytics tools (Google Analytics, etc.).|||4. Experience with cloud technology is a plus.|||More Info>>>https://www.ikala.tv",資料科學 / 人工智慧,【AI Team】資料科學家 Data Scientist,70k+ TWD Monthly,Python|||R|||SQL|||Tableau|||Data Science|||Google Analytics,https://meet.jobs/zh-TW/jobs/39252-ai-team%E8%B3%87%E6%96%99%E7%A7%91%E5%AD%B8%E5%AE%B6-data-scientist
2M (年薪),如果團隊覺得有機會合作，會於10個工作天內連繫您。|||若不符合的面試者，將不另行通知。|||，共有3階段|||第一階段，由人資與您面試|||第二階段，由技術長針對技術面與您面試|||第三階段，由執行長與您面試(英文對話)|||◆ 平衡生活與工作|||◆ 保險福利|||◆ 休閒福利|||◆ 舒適工作環境,資料科學 / 人工智慧,[資深] 數據工程師 Senior Data Engineer  NT$ 1.2M,100k - 150k TWD Monthly,ec2|||SQL|||PostgreSQL|||Big Data,https://meet.jobs/zh-TW/jobs/32238-%E8%B3%87%E6%B7%B1-%E6%95%B8%E6%93%9A%E5%B7%A5%E7%A8%8B%E5%B8%AB-senior-data-engineer-nt-12m-2m-%E5%B9%B4%E8%96%AA
Ocard_奧理科技股份有限公司,"【關於Ocard】|||我們是由一群平均年齡低於30歲的年輕人組成，快速發展中的新創公司，希望透過我們的創意與技術，讓這個世界變得更美好。|||在Ocard快速發展下，希望能透過我們的數據分析服務到更多客戶，因此我們正在尋找優秀的資料工程師將前端取得的數據資料進行清理並整理。藉由不斷的數據迭代讓產品變得更好、也讓Ocard內部容易取得各種資料輔助決策，落實數據驅動文化。|||如果你對從數據中分析找到解答有成就感或對埋沒在數據資料中有熱情|||都歡迎專業的你投遞你的履歷讓我們認識你~|||【你需要做的事】|||將系統取得的資料進行清洗並統整|||與工程團隊合作，規劃整理大數據再進行視覺化呈現|||將新的開發技術、創新的想法引入團隊，建立更大的影響力|||【你需要具備的條件】|||1. 一年以上數據處理相關經驗|||2.. 熟悉關聯式資料庫與SQL語法|||3. 良好的團隊溝通能力，對資料有洞察力以及程式開發熱忱|||謝謝你用心的準備履歷|||我們會盡快看你的履歷並安排適合者面談,若不符合者也不另做通知,感謝你的體諒!",資料科學 / 人工智慧,【Ocard顧客經營管家】資料工程師(擴編招募中),800k - 1m TWD Annually,MySQL|||數據分析,https://meet.jobs/zh-TW/jobs/39189-ocard%E9%A1%A7%E5%AE%A2%E7%B6%93%E7%87%9F%E7%AE%A1%E5%AE%B6%E8%B3%87%E6%96%99%E5%B7%A5%E7%A8%8B%E5%B8%AB%E6%93%B4%E7%B7%A8%E6%8B%9B%E5%8B%9F%E4%B8%AD
